week,zone_type,hour,mae
2025-09-01/2025-09-07,airport,18,31.05577910950973
2025-09-01/2025-09-07,airport,19,30.85829317263167
2025-09-01/2025-09-07,airport,20,38.18129237151868
2025-09-01/2025-09-07,airport,21,48.98452572460849
2025-09-01/2025-09-07,airport,22,58.52128508502257
2025-09-01/2025-09-07,airport,23,60.356903653111594
2025-09-01/2025-09-07,non_airport,0,761.094262849191
2025-09-01/2025-09-07,non_airport,1,483.50632953970353
2025-09-01/2025-09-07,non_airport,2,297.44728909973117
2025-09-01/2025-09-07,non_airport,3,218.91118810620688
2025-09-01/2025-09-07,non_airport,4,126.81275967956229
2025-09-01/2025-09-07,non_airport,5,172.71655518196238
2025-09-01/2025-09-07,non_airport,6,269.70043406399066
2025-09-01/2025-09-07,non_airport,7,535.9043993808045
2025-09-01/2025-09-07,non_airport,8,739.4877844579457
2025-09-01/2025-09-07,non_airport,9,920.5263602207913
2025-09-01/2025-09-07,non_airport,10,965.8071900726787
2025-09-01/2025-09-07,non_airport,11,1066.7878770541724
2025-09-01/2025-09-07,non_airport,12,1162.75328580445
2025-09-01/2025-09-07,non_airport,13,1286.8707243863962
2025-09-01/2025-09-07,non_airport,14,1382.1296984401865
2025-09-01/2025-09-07,non_airport,15,1460.9085106638863
2025-09-01/2025-09-07,non_airport,16,1516.7887463365714
2025-09-01/2025-09-07,non_airport,17,1669.415138242237
2025-09-01/2025-09-07,non_airport,18,1697.6513354318874
2025-09-01/2025-09-07,non_airport,19,1781.4826829524895
2025-09-01/2025-09-07,non_airport,20,1692.848770448134
2025-09-01/2025-09-07,non_airport,21,1582.0044183546922
2025-09-01/2025-09-07,non_airport,22,1510.3413479329997
2025-09-01/2025-09-07,non_airport,23,1180.3994702364307
2025-09-08/2025-09-14,airport,0,57.78313839640439
2025-09-08/2025-09-14,airport,1,52.241445973854375
2025-09-08/2025-09-14,airport,2,21.93031959664818
2025-09-08/2025-09-14,airport,3,9.0990279763025
2025-09-08/2025-09-14,airport,4,12.0366104216055
2025-09-08/2025-09-14,airport,5,11.390297395972961
2025-09-08/2025-09-14,airport,6,21.45951782420956
2025-09-08/2025-09-14,airport,7,27.445262261525805
2025-09-08/2025-09-14,airport,8,19.149063609784616
2025-09-08/2025-09-14,airport,9,23.999887066835893
