model,split,mae,rmse,mape_pct,n_rows
seasonal_naive_top_zone_lag24,validation,32.23668634469081,53.43318415523822,79.66330875396073,129078
seasonal_naive_top_zone_lag24,test,29.50578807583112,49.84416387324328,76.79812735853127,109190
